Opening,Colour,Num Games,ECO,Last Played,Perf Rating,Avg Player,Player Win %,Draw %,Opponent Win %,Moves
"Spanish Game, Classical Variation, Zukertort Gambit",,712,C64,2018-05-31,2268,2226,45.40%,29.80%,24.90%,1.e4 e5 2.Nf3 Nc6 3.Bb5 Bc5 4.O-O Nf6 5.c3
"Spanish Game, Closed Variations",,7101,C84,2018-07-08,2297,2342,26.20%,34.00%,39.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7
"Spanish Game, Closed Variations, Averbakh Variation",,1043,C87,2018-06-20,2278,2333,21.10%,37.90%,41.00%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 d6
"Spanish Game, Closed Variations, Bogoljubow Variation",,4069,C91,2018-07-08,2310,2356,25.90%,35.40%,38.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.d4 Bg4
"Spanish Game, Closed Variations, Borisenko Variation",,359,C96,2018-06-24,2216,2293,20.60%,33.40%,46.00%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Nc6
"Spanish Game, Closed Variations, Breyer Defense",,331,C95,2018-04-28,2366,2399,29.60%,36.00%,34.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Nb8 10.d4 Nbd7 11.Nbd2 Bb7 12.Bc2 c5
"Spanish Game, Closed Variations, Center Attack",,644,C84,2018-06-04,2367,2331,33.90%,37.70%,28.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d4
"Spanish Game, Closed Variations, Chigorin Defense",,796,C98,2018-07-05,2276,2297,23.40%,41.10%,35.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Qc7 12.Nbd2 Nc6
"Spanish Game, Closed Variations, Chigorin Defense",,222,C98,2016-10-09,2536,2462,36.50%,51.80%,11.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Qc7 12.Nbd2 Nc6 13.dxc5
"Spanish Game, Closed Variations, Chigorin Defense",,3350,C97,2018-07-07,2215,2268,24.10%,33.90%,42.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Qc7
"Spanish Game, Closed Variations, Closed Defense",,333,C90,2018-05-07,2294,2351,22.50%,34.20%,43.20%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6
"Spanish Game, Closed Variations, Closed Defense",,1285,C96,2018-06-30,2221,2270,24.10%,35.70%,40.20%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5
"Spanish Game, Closed Variations, Closed Defense",,455,C96,2018-05-05,2323,2278,37.60%,35.60%,26.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2
"Spanish Game, Closed Variations, Delayed Exchange",,2579,C85,2018-07-08,2404,2369,33.10%,42.40%,24.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Bxc6
"Spanish Game, Closed Variations, Flohr System",,3488,C92,2018-07-05,2307,2351,23.90%,36.60%,39.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Bb7
"Spanish Game, Closed Variations, General",,232,C92,2018-02-25,2338,2289,37.50%,39.20%,23.30%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3
"Spanish Game, Closed Variations, Keres Defense",,277,C92,2018-05-10,2385,2424,29.20%,39.70%,31.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 a5
"Spanish Game, Closed Variations, Keres Defense",,1777,C96,2018-07-08,2335,2385,26.30%,38.40%,35.30%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Nd7
"Spanish Game, Closed Variations, Keres Defense",,1215,C92,2018-05-11,2355,2425,22.20%,41.10%,36.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Nd7
"Spanish Game, Closed Variations, Kholmov Variation",,525,C92,2018-06-05,2326,2373,18.50%,45.30%,36.20%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Be6
"Spanish Game, Closed Variations, Martinez Variation",,2965,C78,2018-07-08,2484,2446,38.90%,39.80%,21.30%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d3
"Spanish Game, Closed Variations, Morphy Attack",,380,C78,2018-06-05,2405,2395,31.10%,38.40%,30.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Nc3
"Spanish Game, Closed Variations, Pilnik Variation",,2466,C90,2018-07-01,2330,2292,39.50%,34.00%,26.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.d3
"Spanish Game, Closed Variations, Smyslov Defense",,1086,C93,2018-07-08,2338,2391,22.10%,42.80%,35.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 h6
"Spanish Game, Closed Variations, Smyslov-Breyer-Zaitsev Hybrid",,498,C93,2018-07-01,2385,2434,15.90%,43.80%,40.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Re8 10.d4 Bb7 11.Nbd2 Bf8 12.a3 h6
"Spanish Game, Closed Variations, Suetin Variation",,144,C90,2018-06-20,2482,2455,38.20%,40.30%,21.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.a3
"Spanish Game, Closed Variations, Trajkovic Counterattack",,227,C88,2018-05-24,2223,2275,25.60%,26.90%,47.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 Bb7
"Spanish Game, Closed Variations, Worrall Attack",,151,C86,2017-07-14,2439,2375,45.00%,31.10%,23.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Qe2
"Spanish Game, Closed Variations, Worrall Attack, Caslting line",,1237,C86,2018-07-09,2287,2318,29.20%,31.60%,39.20%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Qe2 b5 7.Bb3 O-O
"Spanish Game, Closed Variations, Worrall Attack, Delayed castling line",,807,C86,2018-06-26,2260,2305,25.00%,29.50%,45.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Qe2 b5 7.Bb3 d6
"Spanish Game, Closed Variations, Yates Variation",,369,C91,2018-06-20,2289,2226,48.80%,32.80%,18.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.d4
"Spanish Game, Closed Variations, Zaitsev System",,653,C92,2018-07-07,2381,2420,19.00%,51.50%,29.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Re8
"Spanish Game, Columbus Variation",,114,C70,2017-12-29,2133,2111,56.10%,19.30%,24.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4
"Spanish Game, Cozio Defense, General",,3039,C60,2018-06-30,2139,2175,31.10%,27.50%,41.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nge7
"Spanish Game, Cozio Defense, Paulsen Variation",,299,C60,2018-06-27,2153,2203,22.10%,26.10%,51.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nge7 4.Nc3 g6
"Spanish Game, Exchange Variation, Alapin Gambit",,1415,C69,2018-06-29,2183,2205,24.40%,37.00%,38.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O Bg4 6.h3 h5
"Spanish Game, Exchange Variation, Bronstein Variation",,1564,C69,2018-06-24,2332,2345,33.60%,35.20%,31.20%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O Qd6
"Spanish Game, Exchange Variation, General",,1964,C68,2018-06-30,2091,2088,23.70%,42.00%,34.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6
"Spanish Game, Exchange Variation, Gligoric Variation",,3440,C69,2018-07-04,2279,2322,24.20%,43.20%,32.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O f6
"Spanish Game, Exchange Variation, Keres Variation",,1501,C68,2018-07-03,2311,2275,35.50%,38.10%,26.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.Nc3
"Spanish Game, Exchange Variation, King's Bishop Variation",,1075,C68,2018-06-29,2122,2147,27.00%,34.50%,38.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O Bd6
"Spanish Game, Exchange Variation, Lutikov Variation",,255,C68,2018-06-30,2000,2078,27.80%,19.20%,52.90%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 bxc6
"Spanish Game, Exchange Variation, Normal Variation",,2221,C69,2018-07-09,2287,2256,33.50%,36.60%,29.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.O-O
"Spanish Game, Fianchetto Defense",,2405,C60,2018-07-07,2263,2303,30.00%,34.90%,35.00%,1.e4 e5 2.Nf3 Nc6 3.Bb5 g6
"Spanish Game, General",,7235,C60,2018-07-08,2420,2381,40.40%,36.60%,23.00%,1.e4 e5 2.Nf3 Nc6 3.Bb5
"Spanish Game, Marshall Attack, General",,553,C89,2018-06-24,2233,2240,32.20%,33.30%,34.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5
"Spanish Game, Marshall Attack, Main Line",,146,C89,2018-06-17,2246,2292,32.20%,28.10%,39.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6 12.d4
"Spanish Game, Marshall Attack, Modern Main Line",,1204,C89,2018-06-24,2287,2287,33.00%,36.30%,30.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6 12.d4 Bd6 13.Re1 Qh4 14.g3 Qh3
"Spanish Game, Marshall Attack, Modern Variation",,592,C89,2018-07-08,2331,2373,22.50%,44.30%,33.30%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6
"Spanish Game, Marshall Attack, Original Marshall Attack",,208,C89,2018-04-26,2122,2096,41.40%,18.80%,39.90%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 Nf6
"Spanish Game, Marshall Attack, Re3 variation",,130,C89,2018-02-02,2450,2405,36.10%,41.50%,22.30%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6 12.Bxd5 cxd5 13.d4 Bd6 14.Re3
"Spanish Game, Marshall Attack, Steiner Variation",,158,C89,2017-11-17,2121,2177,34.20%,17.10%,48.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d5 9.exd5 e4
"Spanish Game, Morphy Defense",,5581,C78,2018-07-09,2280,2257,41.50%,32.10%,26.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O
"Spanish Game, Morphy Defense",,335,C78,2018-06-11,2001,2079,19.70%,24.50%,55.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O b5 6.Bb3 d6
"Spanish Game, Morphy Defense, Anderssen Variation",,6446,C77,2018-07-08,2259,2237,40.10%,30.70%,29.20%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d3
"Spanish Game, Morphy Defense, Archangelsk Variation",,3524,C78,2018-07-08,2315,2341,30.00%,32.30%,37.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O b5 6.Bb3 Bb7
"Spanish Game, Morphy Defense, Bayreuth Variation",,776,C77,2018-07-05,2293,2289,30.80%,38.90%,30.30%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Bxc6
"Spanish Game, Morphy Defense, Breyer Defense, Quiet Variation",,446,C94,2018-06-25,2446,2392,35.20%,44.40%,20.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Nb8 10.d3
"Spanish Game, Morphy Defense, Breyer Defense, Zaitsev Hybrid",,4649,C95,2018-07-07,2336,2382,24.90%,40.90%,34.20%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Nb8 10.d4 Nbd7
"Spanish Game, Morphy Defense, Caro Variation",,660,C70,2018-07-05,1771,1833,19.20%,16.70%,64.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 b5
"Spanish Game, Morphy Defense, Chigorin Defense, Panov System",,2809,C99,2018-06-15,2383,2341,40.20%,35.90%,23.90%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.c3 d6 9.h3 Na5 10.Bc2 c5 11.d4 Qc7 12.Nbd2 cxd4 13.cxd4
"Spanish Game, Morphy Defense, Classical Defense Deferred",,581,C70,2018-07-05,1892,1923,23.90%,17.20%,58.90%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Bc5
"Spanish Game, Morphy Defense, Cozio Defense",,1419,C70,2018-07-05,2315,2350,37.70%,29.30%,33.00%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nge7
"Spanish Game, Morphy Defense, Duras Variation",,307,C77,2018-07-05,2448,2404,41.40%,33.50%,25.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d3 d6 6.c4
"Spanish Game, Morphy Defense, Fianchetto Defense Deferred",,312,C70,2018-07-04,2303,2341,34.00%,26.00%,40.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 g6
"Spanish Game, Morphy Defense, Graz Variation",,251,C70,2018-06-21,1822,1866,20.30%,13.90%,65.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 b5 5.Bb3 Bc5
"Spanish Game, Morphy Defense, Mackenzie Variation",,2719,C77,2018-06-22,2301,2248,39.10%,33.60%,27.20%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d4
"Spanish Game, Morphy Defense, Modern Steinitz Defense",,2359,C72,2018-07-03,2402,2348,42.40%,32.70%,24.90%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.O-O
"Spanish Game, Morphy Defense, Modern Steinitz Defense",,604,C75,2018-06-25,2340,2375,24.70%,35.80%,39.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c3 Bd7 6.d4 Nge7
"Spanish Game, Morphy Defense, Modern Steinitz Defense",,436,C74,2018-06-23,2277,2199,47.00%,29.80%,23.20%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c3
"Spanish Game, Morphy Defense, Modern Steinitz Defense",,766,C73,2018-06-20,2372,2378,32.60%,32.00%,35.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.Bxc6+ bxc6 6.d4 f6
"Spanish Game, Morphy Defense, Modern Steinitz Defense",,955,C75,2018-07-04,2264,2319,24.70%,34.90%,40.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c3 Bd7
"Spanish Game, Morphy Defense, Modern Steinitz Defense",,509,C73,2018-05-14,2382,2359,38.70%,35.80%,25.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.Bxc6+ bxc6 6.d4
"Spanish Game, Morphy Defense, Modern Steinitz Defense",,337,C74,2018-06-19,2421,2380,41.00%,35.90%,23.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c3 f5 6.exf5 Bxf5 7.O-O
"Spanish Game, Morphy Defense, Modern Steinitz Defense",,772,C71,2018-06-26,2219,2205,40.40%,27.50%,32.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6
"Spanish Game, Morphy Defense, Modern Steinitz Defense",,351,C71,2018-07-07,2407,2391,33.90%,39.60%,26.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c4
"Spanish Game, Morphy Defense, Modern Steinitz Defense, Fianchetto Variation",,963,C76,2018-07-02,2386,2422,24.00%,41.60%,34.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c3 Bd7 6.d4 g6
"Spanish Game, Morphy Defense, Modern Steinitz Defense, Siesta Variation",,281,C74,2018-06-05,2302,2263,43.10%,27.10%,29.90%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c3 f5
"Spanish Game, Morphy Defense, Neo-Archangelsk Variation",,1429,C78,2018-07-01,2267,2328,26.20%,33.50%,40.30%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Bc5
"Spanish Game, Morphy Defense, Norwegian Variation",,515,C70,2018-07-08,2262,2336,28.20%,26.20%,45.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 b5 5.Bb3 Na5
"Spanish Game, Morphy Defense, Schliemann Defense Deferred",,354,C70,2018-04-02,2250,2257,33.60%,24.60%,41.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 f5
"Spanish Game, Morphy Defense, Steinitz Deferred",,1111,C79,2018-07-01,2160,2213,23.80%,28.60%,47.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O d6
"Spanish Game, Morphy Defense, Tarrasch Variation",,730,C77,2018-06-30,2270,2257,35.20%,31.80%,33.00%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Nc3
"Spanish Game, Morphy Defense, Wing Attack",,125,C78,2018-07-08,2395,2370,57.60%,24.00%,18.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O b5 6.Bb3 Be7 7.a4
"Spanish Game, Morphy Defense, Wormald Attack",,2866,C77,2018-07-02,2315,2282,41.90%,27.80%,30.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Qe2
"Spanish Game, Open Variations",,374,C80,2018-03-26,2389,2333,42.50%,32.40%,25.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3
"Spanish Game, Open Variations, Berlin Variation",,205,C82,2017-11-10,2333,2359,29.80%,30.70%,39.50%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.c3 Nc5
"Spanish Game, Open Variations, Bernstein Variation",,2004,C80,2018-07-01,2456,2407,37.70%,43.60%,18.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.Nbd2
"Spanish Game, Open Variations, Classical Defense",,790,C83,2018-07-07,2336,2369,26.10%,34.80%,39.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.c3 Be7
"Spanish Game, Open Variations, Classical Defense, Main Line",,111,C83,2018-06-06,2402,2372,44.10%,26.10%,29.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.c3 Be7 10.Re1
"Spanish Game, Open Variations, Dilworth Variation",,303,C82,2018-04-23,2318,2286,38.00%,30.70%,31.40%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.c3 Bc5 10.Nbd2 O-O 11.Bc2 Nxf2
"Spanish Game, Open Variations, Howell Attack",,823,C81,2018-06-23,2453,2403,40.20%,39.10%,20.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.Qe2
"Spanish Game, Open Variations, Italian Variation",,205,C82,2018-06-23,2269,2286,30.20%,33.20%,36.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.c3 Bc5
"Spanish Game, Open Variations, Main Lines",,1014,C80,2018-07-09,2334,2369,22.40%,37.00%,40.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6
"Spanish Game, Open Variations, Motzko Attack II",,179,C82,2018-06-12,2516,2448,43.60%,39.10%,17.30%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.c3 Bc5 10.Qd3
"Spanish Game, Open Variations, Open Variation",,755,C80,2018-07-09,2181,2209,34.30%,33.40%,32.30%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4
"Spanish Game, Open Variations, Riga Variation",,216,C80,2017-12-27,2198,2119,28.70%,28.20%,43.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 exd4
"Spanish Game, Open Variations, St. Petersburg Variation",,558,C82,2018-06-12,2386,2365,37.80%,33.50%,28.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.c3 Bc5 10.Nbd2
"Spanish Game, Schleimann Defense, Jaenisch Gambit Accepted",,161,C60,2018-06-02,2022,2010,29.20%,26.70%,44.10%,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.exf5
"Spanish Game, Schliemann Defense",,2517,C63,2018-06-29,2190,2195,32.50%,25.70%,41.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5
"Spanish Game, Schliemann Defense, Classical Variation",,577,C63,2018-06-18,2208,2235,25.80%,28.40%,45.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.Nc3 fxe4 5.Nxe4 d5 6.Nxe5 dxe4 7.Nxc6 Qg5
"Spanish Game, Schliemann Defense, Dyckhoff Variation",,1172,C63,2018-05-25,2334,2295,46.30%,25.00%,28.80%,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.Nc3
"Spanish Game, Schliemann Defense, Exchange Variation",,340,C63,2018-06-24,2216,2200,40.60%,29.70%,29.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.Bxc6
"Spanish Game, Schliemann Defense, Möhring Variation",,204,C63,2017-07-30,2204,2246,23.50%,34.80%,41.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.Nc3 fxe4 5.Nxe4 d5 6.Nxe5 dxe4 7.Nxc6 Qd5
"Spanish Game, Schliemann Defense, Schönemann Attack",,504,C63,2018-06-18,2147,2180,33.30%,22.60%,44.00%,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.d4
"Spanish Game, Schliemann Defense, Tartakower Variation",,1180,C63,2018-06-24,2233,2263,23.10%,35.30%,41.60%,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.Nc3 fxe4 5.Nxe4 Nf6
"Spanish Game, Steinitz Defense",,2854,C62,2018-06-29,1861,1910,21.10%,19.30%,59.70%,1.e4 e5 2.Nf3 Nc6 3.Bb5 d6
"St. George Defense, General",,775,B00,2018-07-07,2049,2098,36.50%,18.60%,44.90%,1.e4 a6
"St. George Defense, New St. George, Traditional Line",,194,B00,2018-03-25,2157,2256,26.30%,23.20%,50.50%,1.e4 a6 2.d4 e6 3.Nf3 b5 4.Bd3 c5 5.c3 Bb7 6.O-O Nf6
